	RowInd	ColInd	GridLat	GridLong
co2723658	630.0	2058.0	37.45833206176758	-8.458333015441895
co2723670	630.0	2070.0	37.45833206176758	-7.458333492279053
co2723682	630.0	2082.0	37.45833206176758	-6.458333492279053
co2723694	630.0	2094.0	37.45833206176758	-5.458333492279053
co2723706	630.0	2106.0	37.45833206176758	-4.458333492279053
co2723718	630.0	2118.0	37.45833206176758	-3.4583332538604736
co2723730	630.0	2130.0	37.45833206176758	-2.4583332538604736
co2723742	630.0	2142.0	37.45833206176758	-1.4583333730697632
co2723754	630.0	2154.0	37.45833206176758	-0.4583333432674408
co2723766	630.0	2166.0	37.45833206176758	0.5416666865348816
co2723778	630.0	2178.0	37.45833206176758	1.5416666269302368
co2723790	630.0	2190.0	37.45833206176758	2.5416667461395264
co2723802	630.0	2202.0	37.45833206176758	3.5416667461395264
co2723814	630.0	2214.0	37.45833206176758	4.541666507720947
co2723826	630.0	2226.0	37.45833206176758	5.541666507720947
co2723838	630.0	2238.0	37.45833206176758	6.541666507720947
co2723850	630.0	2250.0	37.45833206176758	7.541666507720947
co2723862	630.0	2262.0	37.45833206176758	8.541666984558105
co2723874	630.0	2274.0	37.45833206176758	9.541666984558105
co2723886	630.0	2286.0	37.45833206176758	10.541666984558105
co2723898	630.0	2298.0	37.45833206176758	11.541666984558105
co2723910	630.0	2310.0	37.45833206176758	12.541666984558105
co2723922	630.0	2322.0	37.45833206176758	13.541666984558105
co2723934	630.0	2334.0	37.45833206176758	14.541666984558105
co2723946	630.0	2346.0	37.45833206176758	15.541666984558105
co2723958	630.0	2358.0	37.45833206176758	16.54166603088379
co2723970	630.0	2370.0	37.45833206176758	17.54166603088379
co2723982	630.0	2382.0	37.45833206176758	18.54166603088379
co2723994	630.0	2394.0	37.45833206176758	19.54166603088379
co2724006	630.0	2406.0	37.45833206176758	20.54166603088379
co2724018	630.0	2418.0	37.45833206176758	21.54166603088379
co2724030	630.0	2430.0	37.45833206176758	22.54166603088379
co2724042	630.0	2442.0	37.45833206176758	23.54166603088379
co2724054	630.0	2454.0	37.45833206176758	24.54166603088379
co2724066	630.0	2466.0	37.45833206176758	25.54166603088379
co2724078	630.0	2478.0	37.45833206176758	26.54166603088379
co2724090	630.0	2490.0	37.45833206176758	27.54166603088379
co2724102	630.0	2502.0	37.45833206176758	28.54166603088379
co2724114	630.0	2514.0	37.45833206176758	29.54166603088379
co2724126	630.0	2526.0	37.45833206176758	30.54166603088379
co2724138	630.0	2538.0	37.45833206176758	31.54166603088379
co2724150	630.0	2550.0	37.45833206176758	32.54166793823242
co2724162	630.0	2562.0	37.45833206176758	33.54166793823242
co2724174	630.0	2574.0	37.45833206176758	34.54166793823242
co2724186	630.0	2586.0	37.45833206176758	35.54166793823242
co2724198	630.0	2598.0	37.45833206176758	36.54166793823242
co2724210	630.0	2610.0	37.45833206176758	37.54166793823242
co2724222	630.0	2622.0	37.45833206176758	38.54166793823242
co2724234	630.0	2634.0	37.45833206176758	39.54166793823242
co2724246	630.0	2646.0	37.45833206176758	40.54166793823242
co2724258	630.0	2658.0	37.45833206176758	41.54166793823242
co2724270	630.0	2670.0	37.45833206176758	42.54166793823242
co2724282	630.0	2682.0	37.45833206176758	43.54166793823242
co2724294	630.0	2694.0	37.45833206176758	44.54166793823242
co2724306	630.0	2706.0	37.45833206176758	45.54166793823242
co2724318	630.0	2718.0	37.45833206176758	46.54166793823242
co2724330	630.0	2730.0	37.45833206176758	47.54166793823242
co2724342	630.0	2742.0	37.45833206176758	48.54166793823242
co2724354	630.0	2754.0	37.45833206176758	49.54166793823242
co2724366	630.0	2766.0	37.45833206176758	50.54166793823242
co2724378	630.0	2778.0	37.45833206176758	51.54166793823242
co2724390	630.0	2790.0	37.45833206176758	52.54166793823242
co2724402	630.0	2802.0	37.45833206176758	53.54166793823242
co2724414	630.0	2814.0	37.45833206176758	54.54166793823242
co2724426	630.0	2826.0	37.45833206176758	55.54166793823242
co2724438	630.0	2838.0	37.45833206176758	56.54166793823242
co2724450	630.0	2850.0	37.45833206176758	57.54166793823242
co2724462	630.0	2862.0	37.45833206176758	58.54166793823242
co2724474	630.0	2874.0	37.45833206176758	59.54166793823242
co2724486	630.0	2886.0	37.45833206176758	60.54166793823242
co2724498	630.0	2898.0	37.45833206176758	61.54166793823242
co2724510	630.0	2910.0	37.45833206176758	62.54166793823242
co2724522	630.0	2922.0	37.45833206176758	63.54166793823242
co2724534	630.0	2934.0	37.45833206176758	64.54166412353516
co2724546	630.0	2946.0	37.45833206176758	65.54166412353516
co2724558	630.0	2958.0	37.45833206176758	66.54166412353516
co2724570	630.0	2970.0	37.45833206176758	67.54166412353516
co2724582	630.0	2982.0	37.45833206176758	68.54166412353516
co2724594	630.0	2994.0	37.45833206176758	69.54166412353516
co2724606	630.0	3006.0	37.45833206176758	70.54166412353516
co2724618	630.0	3018.0	37.45833206176758	71.54166412353516
co2724630	630.0	3030.0	37.45833206176758	72.54166412353516
co2724642	630.0	3042.0	37.45833206176758	73.54166412353516
co2724654	630.0	3054.0	37.45833206176758	74.54166412353516
co2724666	630.0	3066.0	37.45833206176758	75.54166412353516
co2724678	630.0	3078.0	37.45833206176758	76.54166412353516
co2724690	630.0	3090.0	37.45833206176758	77.54166412353516
co2724702	630.0	3102.0	37.45833206176758	78.54166412353516
co2724714	630.0	3114.0	37.45833206176758	79.54166412353516
co2724726	630.0	3126.0	37.45833206176758	80.54166412353516
co2724738	630.0	3138.0	37.45833206176758	81.54166412353516
co2724750	630.0	3150.0	37.45833206176758	82.54166412353516
co2724762	630.0	3162.0	37.45833206176758	83.54166412353516
co2724774	630.0	3174.0	37.45833206176758	84.54166412353516
co2724786	630.0	3186.0	37.45833206176758	85.54166412353516
co2724798	630.0	3198.0	37.45833206176758	86.54166412353516
co2724810	630.0	3210.0	37.45833206176758	87.54166412353516
co2724822	630.0	3222.0	37.45833206176758	88.54166412353516
co2724834	630.0	3234.0	37.45833206176758	89.54166412353516
co2724846	630.0	3246.0	37.45833206176758	90.54166412353516
co2724858	630.0	3258.0	37.45833206176758	91.54166412353516
co2724870	630.0	3270.0	37.45833206176758	92.54166412353516
co2724882	630.0	3282.0	37.45833206176758	93.54166412353516
co2724894	630.0	3294.0	37.45833206176758	94.54166412353516
co2724906	630.0	3306.0	37.45833206176758	95.54166412353516
co2724918	630.0	3318.0	37.45833206176758	96.54166412353516
co2724930	630.0	3330.0	37.45833206176758	97.54166412353516
co2724942	630.0	3342.0	37.45833206176758	98.54166412353516
co2724954	630.0	3354.0	37.45833206176758	99.54166412353516
co2724966	630.0	3366.0	37.45833206176758	100.54166412353516
co2724978	630.0	3378.0	37.45833206176758	101.54166412353516
co2724990	630.0	3390.0	37.45833206176758	102.54166412353516
co2725002	630.0	3402.0	37.45833206176758	103.54166412353516
co2725014	630.0	3414.0	37.45833206176758	104.54166412353516
co2725026	630.0	3426.0	37.45833206176758	105.54166412353516
co2725038	630.0	3438.0	37.45833206176758	106.54166412353516
co2725050	630.0	3450.0	37.45833206176758	107.54166412353516
co2725062	630.0	3462.0	37.45833206176758	108.54166412353516
co2725074	630.0	3474.0	37.45833206176758	109.54166412353516
co2725086	630.0	3486.0	37.45833206176758	110.54166412353516
co2725098	630.0	3498.0	37.45833206176758	111.54166412353516
co2725110	630.0	3510.0	37.45833206176758	112.54166412353516
co2725122	630.0	3522.0	37.45833206176758	113.54166412353516
co2725134	630.0	3534.0	37.45833206176758	114.54166412353516
co2725146	630.0	3546.0	37.45833206176758	115.54166412353516
co2725158	630.0	3558.0	37.45833206176758	116.54166412353516
co2725170	630.0	3570.0	37.45833206176758	117.54166412353516
co2725182	630.0	3582.0	37.45833206176758	118.54166412353516
co2725194	630.0	3594.0	37.45833206176758	119.54166412353516
co2725206	630.0	3606.0	37.45833206176758	120.54166412353516
co2725218	630.0	3618.0	37.45833206176758	121.54166412353516
co2725230	630.0	3630.0	37.45833206176758	122.54166412353516
co2725242	630.0	3642.0	37.45833206176758	123.54166412353516
co2725254	630.0	3654.0	37.45833206176758	124.54166412353516
co2725266	630.0	3666.0	37.45833206176758	125.54166412353516
co2725278	630.0	3678.0	37.45833206176758	126.54166412353516
co2725290	630.0	3690.0	37.45833206176758	127.54166412353516
co2725302	630.0	3702.0	37.45833206176758	128.5416717529297
co2725314	630.0	3714.0	37.45833206176758	129.5416717529297
co2725326	630.0	3726.0	37.45833206176758	130.5416717529297
co2725338	630.0	3738.0	37.45833206176758	131.5416717529297
co2725350	630.0	3750.0	37.45833206176758	132.5416717529297
co2725362	630.0	3762.0	37.45833206176758	133.5416717529297
co2725374	630.0	3774.0	37.45833206176758	134.5416717529297
co2725386	630.0	3786.0	37.45833206176758	135.5416717529297
co2725398	630.0	3798.0	37.45833206176758	136.5416717529297
co2725410	630.0	3810.0	37.45833206176758	137.5416717529297
co2725422	630.0	3822.0	37.45833206176758	138.5416717529297
co2725434	630.0	3834.0	37.45833206176758	139.5416717529297
co2725446	630.0	3846.0	37.45833206176758	140.5416717529297
co2725458	630.0	3858.0	37.45833206176758	141.5416717529297
co2725470	630.0	3870.0	37.45833206176758	142.5416717529297
co2725482	630.0	3882.0	37.45833206176758	143.5416717529297
co2725494	630.0	3894.0	37.45833206176758	144.5416717529297
co2725506	630.0	3906.0	37.45833206176758	145.5416717529297
co2725518	630.0	3918.0	37.45833206176758	146.5416717529297
co2725530	630.0	3930.0	37.45833206176758	147.5416717529297
co2725542	630.0	3942.0	37.45833206176758	148.5416717529297
co2725554	630.0	3954.0	37.45833206176758	149.5416717529297
co2725566	630.0	3966.0	37.45833206176758	150.5416717529297
co2725578	630.0	3978.0	37.45833206176758	151.5416717529297
co2725590	630.0	3990.0	37.45833206176758	152.5416717529297
co2725602	630.0	4002.0	37.45833206176758	153.5416717529297
co2725614	630.0	4014.0	37.45833206176758	154.5416717529297
co2725626	630.0	4026.0	37.45833206176758	155.5416717529297
co2725638	630.0	4038.0	37.45833206176758	156.5416717529297
co2725650	630.0	4050.0	37.45833206176758	157.5416717529297
co2725662	630.0	4062.0	37.45833206176758	158.5416717529297
co2725674	630.0	4074.0	37.45833206176758	159.5416717529297
co2725686	630.0	4086.0	37.45833206176758	160.5416717529297
co2725698	630.0	4098.0	37.45833206176758	161.5416717529297
co2725710	630.0	4110.0	37.45833206176758	162.5416717529297
co2725722	630.0	4122.0	37.45833206176758	163.5416717529297
co2725734	630.0	4134.0	37.45833206176758	164.5416717529297
co2725746	630.0	4146.0	37.45833206176758	165.5416717529297
co2725758	630.0	4158.0	37.45833206176758	166.5416717529297
co2725770	630.0	4170.0	37.45833206176758	167.5416717529297
co2725782	630.0	4182.0	37.45833206176758	168.5416717529297
co2725794	630.0	4194.0	37.45833206176758	169.5416717529297
co2725806	630.0	4206.0	37.45833206176758	170.5416717529297
co2725818	630.0	4218.0	37.45833206176758	171.5416717529297
co2725830	630.0	4230.0	37.45833206176758	172.5416717529297
co2725842	630.0	4242.0	37.45833206176758	173.5416717529297
co2725854	630.0	4254.0	37.45833206176758	174.5416717529297
co2725866	630.0	4266.0	37.45833206176758	175.5416717529297
co2725878	630.0	4278.0	37.45833206176758	176.5416717529297
co2725890	630.0	4290.0	37.45833206176758	177.5416717529297
co2725902	630.0	4302.0	37.45833206176758	178.5416717529297
co2725914	630.0	4314.0	37.45833206176758	179.5416717529297
co2773446	642.0	6.0	36.45833206176758	-179.4583282470703
co2773458	642.0	18.0	36.45833206176758	-178.4583282470703
co2773470	642.0	30.0	36.45833206176758	-177.4583282470703
co2773482	642.0	42.0	36.45833206176758	-176.4583282470703
co2773494	642.0	54.0	36.45833206176758	-175.4583282470703
co2773506	642.0	66.0	36.45833206176758	-174.4583282470703
co2773518	642.0	78.0	36.45833206176758	-173.4583282470703
co2773530	642.0	90.0	36.45833206176758	-172.4583282470703
co2773542	642.0	102.0	36.45833206176758	-171.4583282470703
co2773554	642.0	114.0	36.45833206176758	-170.4583282470703
co2773566	642.0	126.0	36.45833206176758	-169.4583282470703
co2773578	642.0	138.0	36.45833206176758	-168.4583282470703
co2773590	642.0	150.0	36.45833206176758	-167.4583282470703
co2773602	642.0	162.0	36.45833206176758	-166.4583282470703
co2773614	642.0	174.0	36.45833206176758	-165.4583282470703
co2773626	642.0	186.0	36.45833206176758	-164.4583282470703
co2773638	642.0	198.0	36.45833206176758	-163.4583282470703
co2773650	642.0	210.0	36.45833206176758	-162.4583282470703
co2773662	642.0	222.0	36.45833206176758	-161.4583282470703
co2773674	642.0	234.0	36.45833206176758	-160.4583282470703
co2773686	642.0	246.0	36.45833206176758	-159.4583282470703
co2773698	642.0	258.0	36.45833206176758	-158.4583282470703
co2773710	642.0	270.0	36.45833206176758	-157.4583282470703
co2773722	642.0	282.0	36.45833206176758	-156.4583282470703
co2773734	642.0	294.0	36.45833206176758	-155.4583282470703
co2773746	642.0	306.0	36.45833206176758	-154.4583282470703
co2773758	642.0	318.0	36.45833206176758	-153.4583282470703
co2773770	642.0	330.0	36.45833206176758	-152.4583282470703
co2773782	642.0	342.0	36.45833206176758	-151.4583282470703
co2773794	642.0	354.0	36.45833206176758	-150.4583282470703
co2773806	642.0	366.0	36.45833206176758	-149.4583282470703
co2773818	642.0	378.0	36.45833206176758	-148.4583282470703
co2773830	642.0	390.0	36.45833206176758	-147.4583282470703
co2773842	642.0	402.0	36.45833206176758	-146.4583282470703
co2773854	642.0	414.0	36.45833206176758	-145.4583282470703
co2773866	642.0	426.0	36.45833206176758	-144.4583282470703
co2773878	642.0	438.0	36.45833206176758	-143.4583282470703
co2773890	642.0	450.0	36.45833206176758	-142.4583282470703
co2773902	642.0	462.0	36.45833206176758	-141.4583282470703
co2773914	642.0	474.0	36.45833206176758	-140.4583282470703
co2773926	642.0	486.0	36.45833206176758	-139.4583282470703
co2773938	642.0	498.0	36.45833206176758	-138.4583282470703
co2773950	642.0	510.0	36.45833206176758	-137.4583282470703
co2773962	642.0	522.0	36.45833206176758	-136.4583282470703
co2773974	642.0	534.0	36.45833206176758	-135.4583282470703
co2773986	642.0	546.0	36.45833206176758	-134.4583282470703
co2773998	642.0	558.0	36.45833206176758	-133.4583282470703
co2774010	642.0	570.0	36.45833206176758	-132.4583282470703
co2774022	642.0	582.0	36.45833206176758	-131.4583282470703
co2774034	642.0	594.0	36.45833206176758	-130.4583282470703
co2774046	642.0	606.0	36.45833206176758	-129.4583282470703
co2774058	642.0	618.0	36.45833206176758	-128.4583282470703
co2774070	642.0	630.0	36.45833206176758	-127.45833587646484
co2774082	642.0	642.0	36.45833206176758	-126.45833587646484
co2774094	642.0	654.0	36.45833206176758	-125.45833587646484
co2774106	642.0	666.0	36.45833206176758	-124.45833587646484
co2774118	642.0	678.0	36.45833206176758	-123.45833587646484
co2774130	642.0	690.0	36.45833206176758	-122.45833587646484
co2774142	642.0	702.0	36.45833206176758	-121.45833587646484
co2774154	642.0	714.0	36.45833206176758	-120.45833587646484
co2774166	642.0	726.0	36.45833206176758	-119.45833587646484
co2774178	642.0	738.0	36.45833206176758	-118.45833587646484
co2774190	642.0	750.0	36.45833206176758	-117.45833587646484
co2774202	642.0	762.0	36.45833206176758	-116.45833587646484
co2774214	642.0	774.0	36.45833206176758	-115.45833587646484
co2774226	642.0	786.0	36.45833206176758	-114.45833587646484
co2774238	642.0	798.0	36.45833206176758	-113.45833587646484
co2774250	642.0	810.0	36.45833206176758	-112.45833587646484
co2774262	642.0	822.0	36.45833206176758	-111.45833587646484
co2774274	642.0	834.0	36.45833206176758	-110.45833587646484
co2774286	642.0	846.0	36.45833206176758	-109.45833587646484
co2774298	642.0	858.0	36.45833206176758	-108.45833587646484
co2774310	642.0	870.0	36.45833206176758	-107.45833587646484
co2774322	642.0	882.0	36.45833206176758	-106.45833587646484
co2774334	642.0	894.0	36.45833206176758	-105.45833587646484
co2774346	642.0	906.0	36.45833206176758	-104.45833587646484
co2774358	642.0	918.0	36.45833206176758	-103.45833587646484
co2774370	642.0	930.0	36.45833206176758	-102.45833587646484
co2774382	642.0	942.0	36.45833206176758	-101.45833587646484
co2774394	642.0	954.0	36.45833206176758	-100.45833587646484
co2774406	642.0	966.0	36.45833206176758	-99.45833587646484
co2774418	642.0	978.0	36.45833206176758	-98.45833587646484
co2774430	642.0	990.0	36.45833206176758	-97.45833587646484
co2774442	642.0	1002.0	36.45833206176758	-96.45833587646484
co2774454	642.0	1014.0	36.45833206176758	-95.45833587646484
co2774466	642.0	1026.0	36.45833206176758	-94.45833587646484
co2774478	642.0	1038.0	36.45833206176758	-93.45833587646484
co2774490	642.0	1050.0	36.45833206176758	-92.45833587646484
co2774502	642.0	1062.0	36.45833206176758	-91.45833587646484
co2774514	642.0	1074.0	36.45833206176758	-90.45833587646484
co2774526	642.0	1086.0	36.45833206176758	-89.45833587646484
co2774538	642.0	1098.0	36.45833206176758	-88.45833587646484
co2774550	642.0	1110.0	36.45833206176758	-87.45833587646484
co2774562	642.0	1122.0	36.45833206176758	-86.45833587646484
co2774574	642.0	1134.0	36.45833206176758	-85.45833587646484
co2774586	642.0	1146.0	36.45833206176758	-84.45833587646484
co2774598	642.0	1158.0	36.45833206176758	-83.45833587646484
co2774610	642.0	1170.0	36.45833206176758	-82.45833587646484
co2774622	642.0	1182.0	36.45833206176758	-81.45833587646484
co2774634	642.0	1194.0	36.45833206176758	-80.45833587646484
co2774646	642.0	1206.0	36.45833206176758	-79.45833587646484
co2774658	642.0	1218.0	36.45833206176758	-78.45833587646484
co2774670	642.0	1230.0	36.45833206176758	-77.45833587646484
co2774682	642.0	1242.0	36.45833206176758	-76.45833587646484
co2774694	642.0	1254.0	36.45833206176758	-75.45833587646484
co2774706	642.0	1266.0	36.45833206176758	-74.45833587646484
co2774718	642.0	1278.0	36.45833206176758	-73.45833587646484
co2774730	642.0	1290.0	36.45833206176758	-72.45833587646484
co2774742	642.0	1302.0	36.45833206176758	-71.45833587646484
co2774754	642.0	1314.0	36.45833206176758	-70.45833587646484
co2774766	642.0	1326.0	36.45833206176758	-69.45833587646484
co2774778	642.0	1338.0	36.45833206176758	-68.45833587646484
co2774790	642.0	1350.0	36.45833206176758	-67.45833587646484
co2774802	642.0	1362.0	36.45833206176758	-66.45833587646484
co2774814	642.0	1374.0	36.45833206176758	-65.45833587646484
co2774826	642.0	1386.0	36.45833206176758	-64.45833587646484
co2774838	642.0	1398.0	36.45833206176758	-63.45833206176758
co2774850	642.0	1410.0	36.45833206176758	-62.45833206176758
co2774862	642.0	1422.0	36.45833206176758	-61.45833206176758
co2774874	642.0	1434.0	36.45833206176758	-60.45833206176758
co2774886	642.0	1446.0	36.45833206176758	-59.45833206176758
co2774898	642.0	1458.0	36.45833206176758	-58.45833206176758
co2774910	642.0	1470.0	36.45833206176758	-57.45833206176758
co2774922	642.0	1482.0	36.45833206176758	-56.45833206176758
co2774934	642.0	1494.0	36.45833206176758	-55.45833206176758
co2774946	642.0	1506.0	36.45833206176758	-54.45833206176758
co2774958	642.0	1518.0	36.45833206176758	-53.45833206176758
co2774970	642.0	1530.0	36.45833206176758	-52.45833206176758
co2774982	642.0	1542.0	36.45833206176758	-51.45833206176758
co2774994	642.0	1554.0	36.45833206176758	-50.45833206176758
co2775006	642.0	1566.0	36.45833206176758	-49.45833206176758
co2775018	642.0	1578.0	36.45833206176758	-48.45833206176758
co2775030	642.0	1590.0	36.45833206176758	-47.45833206176758
co2775042	642.0	1602.0	36.45833206176758	-46.45833206176758
co2775054	642.0	1614.0	36.45833206176758	-45.45833206176758
co2775066	642.0	1626.0	36.45833206176758	-44.45833206176758
co2775078	642.0	1638.0	36.45833206176758	-43.45833206176758
co2775090	642.0	1650.0	36.45833206176758	-42.45833206176758
co2775102	642.0	1662.0	36.45833206176758	-41.45833206176758
co2775114	642.0	1674.0	36.45833206176758	-40.45833206176758
co2775126	642.0	1686.0	36.45833206176758	-39.45833206176758
co2775138	642.0	1698.0	36.45833206176758	-38.45833206176758
co2775150	642.0	1710.0	36.45833206176758	-37.45833206176758
co2775162	642.0	1722.0	36.45833206176758	-36.45833206176758
co2775174	642.0	1734.0	36.45833206176758	-35.45833206176758
co2775186	642.0	1746.0	36.45833206176758	-34.45833206176758
co2775198	642.0	1758.0	36.45833206176758	-33.45833206176758
co2775210	642.0	1770.0	36.45833206176758	-32.45833206176758
co2775222	642.0	1782.0	36.45833206176758	-31.45833396911621
co2775234	642.0	1794.0	36.45833206176758	-30.45833396911621
co2775246	642.0	1806.0	36.45833206176758	-29.45833396911621
co2775258	642.0	1818.0	36.45833206176758	-28.45833396911621
co2775270	642.0	1830.0	36.45833206176758	-27.45833396911621
co2775282	642.0	1842.0	36.45833206176758	-26.45833396911621
co2775294	642.0	1854.0	36.45833206176758	-25.45833396911621
co2775306	642.0	1866.0	36.45833206176758	-24.45833396911621
co2775318	642.0	1878.0	36.45833206176758	-23.45833396911621
co2775330	642.0	1890.0	36.45833206176758	-22.45833396911621
co2775342	642.0	1902.0	36.45833206176758	-21.45833396911621
co2775354	642.0	1914.0	36.45833206176758	-20.45833396911621
co2775366	642.0	1926.0	36.45833206176758	-19.45833396911621
co2775378	642.0	1938.0	36.45833206176758	-18.45833396911621
co2775390	642.0	1950.0	36.45833206176758	-17.45833396911621
co2775402	642.0	1962.0	36.45833206176758	-16.45833396911621
co2775414	642.0	1974.0	36.45833206176758	-15.458333015441895
co2775426	642.0	1986.0	36.45833206176758	-14.458333015441895
co2775438	642.0	1998.0	36.45833206176758	-13.458333015441895
co2775450	642.0	2010.0	36.45833206176758	-12.458333015441895
co2775462	642.0	2022.0	36.45833206176758	-11.458333015441895
co2775474	642.0	2034.0	36.45833206176758	-10.458333015441895
co2775486	642.0	2046.0	36.45833206176758	-9.458333015441895
co2775498	642.0	2058.0	36.45833206176758	-8.458333015441895
co2775510	642.0	2070.0	36.45833206176758	-7.458333492279053
co2775522	642.0	2082.0	36.45833206176758	-6.458333492279053
co2775534	642.0	2094.0	36.45833206176758	-5.458333492279053
co2775546	642.0	2106.0	36.45833206176758	-4.458333492279053
co2775558	642.0	2118.0	36.45833206176758	-3.4583332538604736
co2775570	642.0	2130.0	36.45833206176758	-2.4583332538604736
co2775582	642.0	2142.0	36.45833206176758	-1.4583333730697632
co2775594	642.0	2154.0	36.45833206176758	-0.4583333432674408
co2775606	642.0	2166.0	36.45833206176758	0.5416666865348816
co2775618	642.0	2178.0	36.45833206176758	1.5416666269302368
co2775630	642.0	2190.0	36.45833206176758	2.5416667461395264
co2775642	642.0	2202.0	36.45833206176758	3.5416667461395264
co2775654	642.0	2214.0	36.45833206176758	4.541666507720947
co2775666	642.0	2226.0	36.45833206176758	5.541666507720947
co2775678	642.0	2238.0	36.45833206176758	6.541666507720947
co2775690	642.0	2250.0	36.45833206176758	7.541666507720947
co2775702	642.0	2262.0	36.45833206176758	8.541666984558105
co2775714	642.0	2274.0	36.45833206176758	9.541666984558105
co2775726	642.0	2286.0	36.45833206176758	10.541666984558105
co2775738	642.0	2298.0	36.45833206176758	11.541666984558105
co2775750	642.0	2310.0	36.45833206176758	12.541666984558105
co2775762	642.0	2322.0	36.45833206176758	13.541666984558105
co2775774	642.0	2334.0	36.45833206176758	14.541666984558105
co2775786	642.0	2346.0	36.45833206176758	15.541666984558105
co2775798	642.0	2358.0	36.45833206176758	16.54166603088379
co2775810	642.0	2370.0	36.45833206176758	17.54166603088379
co2775822	642.0	2382.0	36.45833206176758	18.54166603088379
co2775834	642.0	2394.0	36.45833206176758	19.54166603088379
co2775846	642.0	2406.0	36.45833206176758	20.54166603088379
co2775858	642.0	2418.0	36.45833206176758	21.54166603088379
co2775870	642.0	2430.0	36.45833206176758	22.54166603088379
co2775882	642.0	2442.0	36.45833206176758	23.54166603088379
co2775894	642.0	2454.0	36.45833206176758	24.54166603088379
co2775906	642.0	2466.0	36.45833206176758	25.54166603088379
co2775918	642.0	2478.0	36.45833206176758	26.54166603088379
co2775930	642.0	2490.0	36.45833206176758	27.54166603088379
co2775942	642.0	2502.0	36.45833206176758	28.54166603088379
co2775954	642.0	2514.0	36.45833206176758	29.54166603088379
co2775966	642.0	2526.0	36.45833206176758	30.54166603088379
co2775978	642.0	2538.0	36.45833206176758	31.54166603088379
co2775990	642.0	2550.0	36.45833206176758	32.54166793823242
co2776002	642.0	2562.0	36.45833206176758	33.54166793823242
co2776014	642.0	2574.0	36.45833206176758	34.54166793823242
co2776026	642.0	2586.0	36.45833206176758	35.54166793823242
co2776038	642.0	2598.0	36.45833206176758	36.54166793823242
co2776050	642.0	2610.0	36.45833206176758	37.54166793823242
co2776062	642.0	2622.0	36.45833206176758	38.54166793823242
co2776074	642.0	2634.0	36.45833206176758	39.54166793823242
co2776086	642.0	2646.0	36.45833206176758	40.54166793823242
co2776098	642.0	2658.0	36.45833206176758	41.54166793823242
co2776110	642.0	2670.0	36.45833206176758	42.54166793823242
co2776122	642.0	2682.0	36.45833206176758	43.54166793823242
co2776134	642.0	2694.0	36.45833206176758	44.54166793823242
co2776146	642.0	2706.0	36.45833206176758	45.54166793823242
co2776158	642.0	2718.0	36.45833206176758	46.54166793823242
co2776170	642.0	2730.0	36.45833206176758	47.54166793823242
co2776182	642.0	2742.0	36.45833206176758	48.54166793823242
co2776194	642.0	2754.0	36.45833206176758	49.54166793823242
co2776206	642.0	2766.0	36.45833206176758	50.54166793823242
co2776218	642.0	2778.0	36.45833206176758	51.54166793823242
co2776230	642.0	2790.0	36.45833206176758	52.54166793823242
co2776242	642.0	2802.0	36.45833206176758	53.54166793823242
co2776254	642.0	2814.0	36.45833206176758	54.54166793823242
co2776266	642.0	2826.0	36.45833206176758	55.54166793823242
co2776278	642.0	2838.0	36.45833206176758	56.54166793823242
co2776290	642.0	2850.0	36.45833206176758	57.54166793823242
co2776302	642.0	2862.0	36.45833206176758	58.54166793823242
co2776314	642.0	2874.0	36.45833206176758	59.54166793823242
co2776326	642.0	2886.0	36.45833206176758	60.54166793823242
co2776338	642.0	2898.0	36.45833206176758	61.54166793823242
co2776350	642.0	2910.0	36.45833206176758	62.54166793823242
co2776362	642.0	2922.0	36.45833206176758	63.54166793823242
co2776374	642.0	2934.0	36.45833206176758	64.54166412353516
co2776386	642.0	2946.0	36.45833206176758	65.54166412353516
co2776398	642.0	2958.0	36.45833206176758	66.54166412353516
co2776410	642.0	2970.0	36.45833206176758	67.54166412353516
co2776422	642.0	2982.0	36.45833206176758	68.54166412353516
co2776434	642.0	2994.0	36.45833206176758	69.54166412353516
co2776446	642.0	3006.0	36.45833206176758	70.54166412353516
co2776458	642.0	3018.0	36.45833206176758	71.54166412353516
co2776470	642.0	3030.0	36.45833206176758	72.54166412353516
co2776482	642.0	3042.0	36.45833206176758	73.54166412353516
co2776494	642.0	3054.0	36.45833206176758	74.54166412353516
co2776506	642.0	3066.0	36.45833206176758	75.54166412353516
co2776518	642.0	3078.0	36.45833206176758	76.54166412353516
co2776530	642.0	3090.0	36.45833206176758	77.54166412353516
co2776542	642.0	3102.0	36.45833206176758	78.54166412353516
co2776554	642.0	3114.0	36.45833206176758	79.54166412353516
co2776566	642.0	3126.0	36.45833206176758	80.54166412353516
co2776578	642.0	3138.0	36.45833206176758	81.54166412353516
co2776590	642.0	3150.0	36.45833206176758	82.54166412353516
co2776602	642.0	3162.0	36.45833206176758	83.54166412353516
co2776614	642.0	3174.0	36.45833206176758	84.54166412353516
co2776626	642.0	3186.0	36.45833206176758	85.54166412353516
co2776638	642.0	3198.0	36.45833206176758	86.54166412353516
co2776650	642.0	3210.0	36.45833206176758	87.54166412353516
co2776662	642.0	3222.0	36.45833206176758	88.54166412353516
co2776674	642.0	3234.0	36.45833206176758	89.54166412353516
co2776686	642.0	3246.0	36.45833206176758	90.54166412353516
co2776698	642.0	3258.0	36.45833206176758	91.54166412353516
