	Year	Month	RowInd	ColInd	GridLat	GridLong	eukbank_unique_points	elevation	marine_biome	longhurst_code	longhurst_description	ocean	iho_name	iho_id
G0685	2016	9	1515	3963	-36.291668	150.29167	['E0138', 'E0139']	-137	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0686	2016	9	1515	3999	-36.291668	153.29167	['E0141']	-4830	Westerlies	TASM	Westerlies - Tasman Sea Province	South Pacific	Tasman Sea	63
G0687	2016	9	1515	4010	-36.291668	154.20836	['E0140']	-4534	Westerlies	TASM	Westerlies - Tasman Sea Province	South Pacific	Tasman Sea	63
G0688	2016	9	1522	3990	-36.875004	152.54167	['E0134']	-4838	Westerlies	TASM	Westerlies - Tasman Sea Province	South Pacific	Tasman Sea	63
G0689	2016	9	1523	4006	-36.95834	153.87502	['E0133']	-4440	Westerlies	TASM	Westerlies - Tasman Sea Province	South Pacific	Tasman Sea	63
G0690	2016	9	1523	4007	-36.95834	153.95836	['E0132']	-4417	Westerlies	TASM	Westerlies - Tasman Sea Province	South Pacific	Tasman Sea	63
G0691	2016	9	1591	3938	-42.62501	148.20836	['E0099']	-83	Westerlies	SSTC	Westerlies - S. Subtropical Convergence Province	South Pacific	Tasman Sea	63
G0692	2017	1	1311	3931	-19.291666	147.62502	['E0567']	-22	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0693	2017	1	1463	3545	-31.958338	115.45835	['E0367']	-19	Coastal	AUSW	Coastal - Australia-Indonesia Coastal Province	Indian	Indian Ocean	45
G0694	2017	1	1485	3975	-33.791668	151.29167	['E0300']	34	NA	NA	NA	South Pacific	Tasman Sea	63
G0695	2017	1	1486	3974	-33.875004	151.20836	['E0285']	46	NA	NA	NA	NA	NA	NA
G0696	2017	1	1487	3974	-33.95834	151.20836	['E0268']	0	NA	NA	NA	NA	NA	NA
G0697	2017	1	1488	3973	-34.041668	151.12502	['E0208', 'E0223']	29	NA	NA	NA	NA	NA	NA
G0698	2017	1	1488	3974	-34.041668	151.20836	['E0247', 'E0248']	-20	Coastal	AUSE	Coastal - East Australian Coastal Province	NA	NA	NA
G0699	2017	1	1591	3938	-42.62501	148.20836	['E0101']	-83	Westerlies	SSTC	Westerlies - S. Subtropical Convergence Province	South Pacific	Tasman Sea	63
G0700	2017	1	1657	3882	-48.12501	143.54167	['E0064']	-4372	Westerlies	SANT	Westerlies - Subantarctic Province	Indian	Indian Ocean	45
G0701	2017	1	1694	3846	-51.20834	140.54167	['E0060']	-3516	Westerlies	SANT	Westerlies - Subantarctic Province	Indian	Indian Ocean	45
G0702	2017	1	1709	3831	-52.45834	139.29167	['E0057']	-3383	Westerlies	SANT	Westerlies - Subantarctic Province	Indian	Indian Ocean	45
G0703	2017	1	1718	3822	-53.20834	138.54167	['E0056']	-3533	Westerlies	SANT	Westerlies - Subantarctic Province	Indian	Indian Ocean	45
G0704	2017	1	1732	3806	-54.37501	137.20836	['E0051']	-3850	Polar	ANTA	Polar - Antarctic Province	Indian	Indian Ocean	45
G0705	2017	1	1740	3798	-55.041668	136.54167	['E0049']	-3869	Polar	ANTA	Polar - Antarctic Province	Indian	Indian Ocean	45
G0706	2017	1	1750	3785	-55.87501	135.45836	['E0046']	-3564	Polar	ANTA	Polar - Antarctic Province	Indian	Indian Ocean	45
G0707	2017	1	1762	3769	-56.87501	134.12502	['E0044']	-4028	Polar	ANTA	Polar - Antarctic Province	Indian	Indian Ocean	45
G0708	2017	1	1774	3753	-57.87501	132.79167	['E0039']	-4586	Polar	ANTA	Polar - Antarctic Province	Indian	Indian Ocean	45
G0709	2017	1	1785	3736	-58.791668	131.37502	['E0037']	-4656	Polar	ANTA	Polar - Antarctic Province	Indian	Indian Ocean	45
G0710	2017	1	1796	3719	-59.70834	129.95836	['E0034']	-4603	Polar	ANTA	Polar - Antarctic Province	Indian	Indian Ocean	45
G0711	2017	1	1808	3698	-60.70834	128.20836	['E0031']	-4477	Polar	ANTA	Polar - Antarctic Province	Southern	Southern Ocean	67
G0712	2017	1	1818	3678	-61.541668	126.541664	['E0028']	-4381	Polar	ANTA	Polar - Antarctic Province	Southern	Southern Ocean	67
G0713	2017	1	1828	3660	-62.37501	125.041664	['E0023']	-4195	Polar	ANTA	Polar - Antarctic Province	Southern	Southern Ocean	67
G0714	2017	1	1837	3639	-63.12501	123.291664	['E0020']	-3980	Polar	ANTA	Polar - Antarctic Province	Southern	Southern Ocean	67
G0715	2017	1	1849	3610	-64.12501	120.87501	['E0012']	-3306	Polar	APLR	Polar - Austral Polar Province	Southern	Southern Ocean	67
G0716	2017	2	1228	3729	-12.375003	130.79167	['E0645', 'E0646']	-4	Coastal	SUND	Coastal - Sunda-Arafura Shelves Province	Indian	Timor Sea	48i
G0717	2017	2	1309	3919	-19.125002	146.62502	['E0581']	-5	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0718	2017	2	1311	3931	-19.291666	147.62502	['E0568']	-22	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0719	2017	2	1408	4002	-27.375002	153.54167	['E0475']	-9	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0720	2017	2	1462	3548	-31.875002	115.70835	['E0384']	-7	Coastal	AUSW	Coastal - Australia-Indonesia Coastal Province	Indian	Indian Ocean	45
G0721	2017	2	1462	3549	-31.875002	115.791664	['E0398']	37	NA	NA	NA	NA	NA	NA
G0722	2017	2	1485	3975	-33.791668	151.29167	['E0301']	34	NA	NA	NA	South Pacific	Tasman Sea	63
G0723	2017	2	1486	3974	-33.875004	151.20836	['E0286']	46	NA	NA	NA	NA	NA	NA
G0724	2017	2	1487	3974	-33.95834	151.20836	['E0269']	0	NA	NA	NA	NA	NA	NA
G0725	2017	2	1488	3973	-34.041668	151.12502	['E0209', 'E0224']	29	NA	NA	NA	NA	NA	NA
G0726	2017	2	1488	3974	-34.041668	151.20836	['E0249', 'E0250']	-20	Coastal	AUSE	Coastal - East Australian Coastal Province	NA	NA	NA
G0727	2017	2	1489	3974	-34.125004	151.20836	['E0192']	-118	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0728	2017	2	1591	3938	-42.62501	148.20836	['E0102']	-83	Westerlies	SSTC	Westerlies - S. Subtropical Convergence Province	South Pacific	Tasman Sea	63
G0729	2017	2	1742	3778	-55.20834	134.87502	['E0048']	-3800	Polar	ANTA	Polar - Antarctic Province	Indian	Indian Ocean	45
G0730	2017	2	1776	3746	-58.041668	132.20836	['E0038']	-4629	Polar	ANTA	Polar - Antarctic Province	Indian	Indian Ocean	45
G0731	2017	2	1789	3739	-59.12501	131.62502	['E0035']	-4635	Polar	ANTA	Polar - Antarctic Province	Indian	Indian Ocean	45
G0732	2017	2	1799	3736	-59.95834	131.37502	['E0033']	-4649	Polar	ANTA	Polar - Antarctic Province	Indian	Indian Ocean	45
G0733	2017	2	1838	3709	-63.20834	129.12502	['E0019']	-4225	Polar	ANTA	Polar - Antarctic Province	Southern	Southern Ocean	67
G0734	2017	2	1854	3610	-64.541664	120.87501	['E0007']	-3222	Polar	APLR	Polar - Austral Polar Province	Southern	Southern Ocean	67
G0735	2017	2	1856	3604	-64.708336	120.37501	['E0006']	-3192	Polar	APLR	Polar - Austral Polar Province	Southern	Southern Ocean	67
G0736	2017	2	1859	3607	-64.958336	120.62501	['E0004']	-2698	Polar	APLR	Polar - Austral Polar Province	Southern	Southern Ocean	67
G0737	2017	2	1859	3677	-64.958336	126.45835	['E0005']	-2792	Polar	APLR	Polar - Austral Polar Province	Southern	Southern Ocean	67
G0738	2017	2	1864	3593	-65.37501	119.45835	['E0003']	-1053	Polar	APLR	Polar - Austral Polar Province	Southern	Southern Ocean	67
G0739	2017	2	1865	3607	-65.458336	120.62501	['E0002']	-2370	Polar	APLR	Polar - Austral Polar Province	Southern	Southern Ocean	67
G0740	2017	3	1309	3919	-19.125002	146.62502	['E0582']	-5	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0741	2017	3	1311	3931	-19.291666	147.62502	['E0569']	-22	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0742	2017	3	1462	3548	-31.875002	115.70835	['E0385']	-7	Coastal	AUSW	Coastal - Australia-Indonesia Coastal Province	Indian	Indian Ocean	45
G0743	2017	3	1462	3549	-31.875002	115.791664	['E0399']	37	NA	NA	NA	NA	NA	NA
G0744	2017	3	1463	3545	-31.958338	115.45835	['E0368', 'E0369']	-19	Coastal	AUSW	Coastal - Australia-Indonesia Coastal Province	Indian	Indian Ocean	45
G0745	2017	3	1485	3975	-33.791668	151.29167	['E0302']	34	NA	NA	NA	South Pacific	Tasman Sea	63
G0746	2017	3	1486	3974	-33.875004	151.20836	['E0287']	46	NA	NA	NA	NA	NA	NA
G0747	2017	3	1487	3974	-33.95834	151.20836	['E0270']	0	NA	NA	NA	NA	NA	NA
G0748	2017	3	1488	3973	-34.041668	151.12502	['E0210', 'E0225']	29	NA	NA	NA	NA	NA	NA
G0749	2017	3	1488	3974	-34.041668	151.20836	['E0251', 'E0252']	-20	Coastal	AUSE	Coastal - East Australian Coastal Province	NA	NA	NA
G0750	2017	3	1489	3974	-34.125004	151.20836	['E0193']	-118	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0751	2017	3	1509	3797	-35.791668	136.45836	['E0152']	-59	Westerlies	SSTC	Westerlies - S. Subtropical Convergence Province	Indian	Great Australian Bight	62
G0752	2017	3	1591	3938	-42.62501	148.20836	['E0103']	-83	Westerlies	SSTC	Westerlies - S. Subtropical Convergence Province	South Pacific	Tasman Sea	63
G0753	2017	3	1705	3832	-52.12501	139.37502	['E0058']	-1957	Westerlies	SANT	Westerlies - Subantarctic Province	Indian	Indian Ocean	45
G0754	2017	3	1726	3793	-53.87501	136.12502	['E0054']	-3924	Polar	ANTA	Polar - Antarctic Province	Indian	Indian Ocean	45
G0755	2017	4	1311	3931	-19.291666	147.62502	['E0570']	-22	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0756	2017	4	1408	4002	-27.375002	153.54167	['E0476']	-9	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0757	2017	4	1462	3548	-31.875002	115.70835	['E0386']	-7	Coastal	AUSW	Coastal - Australia-Indonesia Coastal Province	Indian	Indian Ocean	45
G0758	2017	4	1462	3549	-31.875002	115.791664	['E0400']	37	NA	NA	NA	NA	NA	NA
G0759	2017	4	1463	3545	-31.958338	115.45835	['E0370', 'E0371']	-19	Coastal	AUSW	Coastal - Australia-Indonesia Coastal Province	Indian	Indian Ocean	45
G0760	2017	4	1485	3975	-33.791668	151.29167	['E0303']	34	NA	NA	NA	South Pacific	Tasman Sea	63
G0761	2017	4	1486	3974	-33.875004	151.20836	['E0288']	46	NA	NA	NA	NA	NA	NA
G0762	2017	4	1487	3974	-33.95834	151.20836	['E0271']	0	NA	NA	NA	NA	NA	NA
G0763	2017	4	1488	3973	-34.041668	151.12502	['E0211', 'E0226']	29	NA	NA	NA	NA	NA	NA
G0764	2017	4	1488	3974	-34.041668	151.20836	['E0253', 'E0254']	-20	Coastal	AUSE	Coastal - East Australian Coastal Province	NA	NA	NA
G0765	2017	4	1489	3974	-34.125004	151.20836	['E0194']	-118	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0766	2017	4	1591	3938	-42.62501	148.20836	['E0104']	-83	Westerlies	SSTC	Westerlies - S. Subtropical Convergence Province	South Pacific	Tasman Sea	63
G0767	2017	5	1228	3729	-12.375003	130.79167	['E0647']	-4	Coastal	SUND	Coastal - Sunda-Arafura Shelves Province	Indian	Timor Sea	48i
G0768	2017	5	1302	3917	-18.541666	146.45836	['E0590']	-10	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0769	2017	5	1303	3917	-18.625002	146.45836	['E0587']	-5	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0770	2017	5	1408	4002	-27.375002	153.54167	['E0477']	-9	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0771	2017	5	1462	3548	-31.875002	115.70835	['E0387']	-7	Coastal	AUSW	Coastal - Australia-Indonesia Coastal Province	Indian	Indian Ocean	45
G0772	2017	5	1462	3549	-31.875002	115.791664	['E0401']	37	NA	NA	NA	NA	NA	NA
G0773	2017	5	1463	3545	-31.958338	115.45835	['E0372']	-19	Coastal	AUSW	Coastal - Australia-Indonesia Coastal Province	Indian	Indian Ocean	45
G0774	2017	5	1485	3975	-33.791668	151.29167	['E0304']	34	NA	NA	NA	South Pacific	Tasman Sea	63
G0775	2017	5	1486	3974	-33.875004	151.20836	['E0289']	46	NA	NA	NA	NA	NA	NA
G0776	2017	5	1488	3973	-34.041668	151.12502	['E0212', 'E0227']	29	NA	NA	NA	NA	NA	NA
G0777	2017	5	1488	3974	-34.041668	151.20836	['E0255']	-20	Coastal	AUSE	Coastal - East Australian Coastal Province	NA	NA	NA
G0778	2017	5	1489	3974	-34.125004	151.20836	['E0195']	-118	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0779	2017	5	1509	3797	-35.791668	136.45836	['E0153']	-59	Westerlies	SSTC	Westerlies - S. Subtropical Convergence Province	Indian	Great Australian Bight	62
G0780	2017	6	1408	4002	-27.375002	153.54167	['E0478']	-9	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0781	2017	6	1463	3545	-31.958338	115.45835	['E0373']	-19	Coastal	AUSW	Coastal - Australia-Indonesia Coastal Province	Indian	Indian Ocean	45
G0782	2017	6	1485	3975	-33.791668	151.29167	['E0305']	34	NA	NA	NA	South Pacific	Tasman Sea	63
G0783	2017	6	1486	3974	-33.875004	151.20836	['E0290']	46	NA	NA	NA	NA	NA	NA
G0784	2017	6	1487	3974	-33.95834	151.20836	['E0272']	0	NA	NA	NA	NA	NA	NA
G0785	2017	6	1488	3973	-34.041668	151.12502	['E0213', 'E0228']	29	NA	NA	NA	NA	NA	NA
G0786	2017	6	1488	3974	-34.041668	151.20836	['E0256']	-20	Coastal	AUSE	Coastal - East Australian Coastal Province	NA	NA	NA
G0787	2017	6	1489	3974	-34.125004	151.20836	['E0196']	-118	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0788	2017	6	1591	3938	-42.62501	148.20836	['E0105', 'E0106']	-83	Westerlies	SSTC	Westerlies - S. Subtropical Convergence Province	South Pacific	Tasman Sea	63
G0789	2017	7	1228	3729	-12.375003	130.79167	['E0648']	-4	Coastal	SUND	Coastal - Sunda-Arafura Shelves Province	Indian	Timor Sea	48i
G0790	2017	7	1311	3931	-19.291666	147.62502	['E0571', 'E0572']	-22	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0791	2017	7	1408	4002	-27.375002	153.54167	['E0479']	-9	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Coral Sea	64
G0792	2017	7	1489	3974	-34.125004	151.20836	['E0197']	-118	Coastal	AUSE	Coastal - East Australian Coastal Province	South Pacific	Tasman Sea	63
G0793	2017	8	1591	3938	-42.62501	148.20836	['E0107']	-83	Westerlies	SSTC	Westerlies - S. Subtropical Convergence Province	South Pacific	Tasman Sea	63
